slug,artistname,year,date,disambiguate,date-added,series,venue,venue-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index
luna,Luna,2017,2017-11-15,,2017-06-22,,"Carnegie Lecture Hall, Pittsburgh, PA, USA",carnegie-lecture-hall-pittsburgh-pa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Slide|Let Me Dream If I Want To|Sideshow By The Seashore|Friends|California (All The Way)|Freakin' and Peakin'|Chinatown|Car Wash Hair|Lost In Space|One Fine Summer Morning|Indian Summer|^encore|Tugboat|23 Minutes in Brussels,,,,http://tickets.carnegiemuseums.org/awm/AWMSS_AWMSS_WSSLN1115,https://www.warhol.org/event/sound-series-luna-with-special-guest-eleanor-friedberger/,,,|gtx|slide|letmedreamifiwantto|sideshowbytheseashore|friends|californiaalltheway|freakinandpeakin|chinatown|carwashhair|lostinspace|onefinesummermorning|indiansummer|encore|tugboat|minutesinbrussels|
luna,Luna,2017,2017-11-16,,2017-05-31,,"Union Transfer, Philadelphia, PA, USA",union-transfer-philadelphia-pa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Anesthesia|Fire in Cairo|Cindy Tastes of Barbecue|Malibu Love Nest|Still At Home|Chinatown|Double Feature|Moon Palace|Car Wash Hair|Bewitched|Friendly Advice|^encore|One Fine Summer Morning|Fuzzy Wuzzy|^encore 2|23 Minutes in Brussels|Everybody's Talkin',,,,,http://www.utphilly.com/event/1497706-luna-philadelphia/,,,|gtx|anesthesia|fireincairo|cindytastesofbarbecue|malibulovenest|stillathome|chinatown|doublefeature|moonpalace|carwashhair|bewitched|friendlyadvice|encore|onefinesummermorning|fuzzywuzzy|encore|minutesinbrussels|everybodystalkin|
luna,Luna,2017,2017-11-17,,2017-08-05,,"Montgomery Hall, Jersey City, NJ, USA",montgomery-hall-jersey-city-nj-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Car Wash Hair|Friends|Let Me Dream If I Want To|Chinatown|Tracy I Love You|Anesthesia|Malibu Love Nest|I Want Everything|Freakin' and Peakin'|Broken Chair|Lost In Space|Friendly Advice|^encore|Indian Summer|Everybody's Talkin'|^encore 2|Pup Tent,,,,http://montyhall.ticketfly.com/event/1531161-luna-jersey-city/,,,,|carwashhair|friends|letmedreamifiwantto|chinatown|tracyiloveyou|anesthesia|malibulovenest|iwanteverything|freakinandpeakin|brokenchair|lostinspace|friendlyadvice|encore|indiansummer|everybodystalkin|encore|puptent|
luna,Luna,2017,2017-11-17,,2017-11-17,,"Soundcheck, WNYC, NY, USA",soundcheck-wnyc-ny-usa,true,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|^interview|Sideshow by the Seashore|^interview|Captain Pentagon,,,,,https://www.facebook.com/WNYCSoundcheck/videos/10155845737028180/,,,|gtx|interview|sideshowbytheseashore|interview|captainpentagon|
luna,Luna,2017,2017-11-18,,2017-05-31,,"Brooklyn Steel, Brooklyn, NY, USA",brooklyn-steel-brooklyn-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Gin|Sideshow by the Seashore|Bobby Peru|Fire in Cairo|Malibu Love Nest|Tracy I Love You|Still at Home|Freakin' and Peakin'|One Fine Summer Morning|Chinatown|Friendly Advice|I Want Everything|Car Wash Hair|^encore|Tugboat|23 Minutes in Brussels|^encore 2|Moon Palace,,,,https://www.axs.com/events/336944/luna-tickets?skin=brooklynsteel,,,,|gtx|gin|sideshowbytheseashore|bobbyperu|fireincairo|malibulovenest|tracyiloveyou|stillathome|freakinandpeakin|onefinesummermorning|chinatown|friendlyadvice|iwanteverything|carwashhair|encore|tugboat|minutesinbrussels|encore|moonpalace|
luna,Luna,2017,2017-11-20,,2018-01-13,,"WFUV, New York, NY, USA",wfuv-new-york-ny-usa,true,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,^interview|Sweetness|^interview|GTX3|^interview|Hey Sister|^interview,,,,,,,,|interview|sweetness|interview|gtx|interview|heysister|interview|
luna,Luna,2018,2018-01-11,,2017-10-30,,"Moroccan Lounge, Los Angeles, CA, USA",moroccan-lounge-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Fire in Cairo|Let Me Dream If I Want To|Sideshow by the Seashore|Sweetness|Speedbumps|Bobby Peru|Friendly Advice|Bewitched|I Want Everything|Double Feature|Still at Home|Time to Quit|Car Wash Hair|^encore|GTX3|Bonnie and Clyde|Tugboat,,,,https://www.ticketfly.com/purchase/event/1585658,https://www.themoroccan.com/event/1585658-luna-los-angeles/,,,|fireincairo|letmedreamifiwantto|sideshowbytheseashore|sweetness|speedbumps|bobbyperu|friendlyadvice|bewitched|iwanteverything|doublefeature|stillathome|timetoquit|carwashhair|encore|gtx|bonnieandclyde|tugboat|
luna,Luna,2018,2018-01-12,,2017-10-30,,"Moroccan Lounge, Los Angeles, CA, USA",moroccan-lounge-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Cindy Tastes of Barbecue|Gin|Lost in Space|One Together|Malibu Love Nest|Chinatown|This Time Around|Friendly Advice|Freakin' and Peakin'|One Fine Summer Morning|Anesthesia|Most of the Time|Indian Summer|^encore 1|Moon Palace|23 Minutes in Brussels|^encore 2|Tiger Lily,,,,https://www.ticketfly.com/purchase/event/1585664,https://www.themoroccan.com/event/1585664-luna-los-angeles/,,,|cindytastesofbarbecue|gin|lostinspace|onetogether|malibulovenest|chinatown|thistimearound|friendlyadvice|freakinandpeakin|onefinesummermorning|anesthesia|mostofthetime|indiansummer|encore|moonpalace|minutesinbrussels|encore|tigerlily|
luna,Luna,2018,2018-01-13,,2017-10-30,,"Pappy and Harriet's, Pioneertown, CA, USA",pappy-and-harriets-pioneertown-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,,,,,https://www.ticketfly.com/purchase/event/1586679,https://www.pappyandharriets.com/event/1586679-luna-pioneertown/,,,
luna,Luna,2018,2018-01-14,,2017-11-11,,"The Casbah, San Diego, CA, USA",the-casbah-san-diego-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Slide|Fire In Cairo|Sideshow by the Seashore|Most of the Time|Malibu Love Nest|Bewitched|Still At Home|Chinatown|One Fine Summer Morning|Car Wash Hair|I Want Everything|Friendly Advice|^encore|Moon Palace|Friendly Advice,,,,https://www.ticketfly.com/purchase/event/1587872,https://www.casbahmusic.com/event/1587872-luna-san-diego/,,,|gtx|slide|fireincairo|sideshowbytheseashore|mostofthetime|malibulovenest|bewitched|stillathome|chinatown|onefinesummermorning|carwashhair|iwanteverything|friendlyadvice|encore|moonpalace|friendlyadvice|
luna,Luna,2018,2018-01-23,,2018-01-14,,"KEXP, Seattle, WA, USA",kexp-seattle-wa-usa,true,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Fire in Cairo|^interview|Speedbumps|Sideshow by the Seashore,,,,,,,,|gtx|fireincairo|interview|speedbumps|sideshowbytheseashore|
luna,Luna,2018,2018-01-23,,2017-11-07,,"The Neptune Theatre, Seattle, WA, USA",the-neptune-theatre-seattle-wa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Chinatown|Fire in Cairo|Let Me Dream If I Want To|California (All The Way)|Malibu Love Nest|Freakin' and Peakin'|Still At Home|Tracy I Love You|I Want Everything|Car Wash Hair|Time To Quit|23 Minutes in Brussels|^encore|One Fine Summer Morning|Friendly Advice,,,,http://www.ticketmaster.com/event/0F00535F994A1497,https://www.stgpresents.org/neptune/calendar/eventdetail/3747/-/luna,,,|gtx|chinatown|fireincairo|letmedreamifiwantto|californiaalltheway|malibulovenest|freakinandpeakin|stillathome|tracyiloveyou|iwanteverything|carwashhair|timetoquit|minutesinbrussels|encore|onefinesummermorning|friendlyadvice|
luna,Luna,2018,2018-01-24,,2017-11-07,,"The Wonder Ballroom, Portland, OR, USA",the-wonder-ballroom-portland-or-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|California (All The Way)|Fire in Cairo|Speedbumps|Most of the Time|Malibu Love Nest|Cindy Tastes of Barbecue|Chinatown|Friendly Advice|Broken Chair|Bobby Peru|Lost In Space|Car Wash Hair|^encore|One Fine Summer Morning|Sideshow by the Seashore|Indian Summer,,,,https://www.ticketfly.com/purchase/event/1587791,https://www.wonderballroom.com/event/1587791-luna-portland/,,,|gtx|californiaalltheway|fireincairo|speedbumps|mostofthetime|malibulovenest|cindytastesofbarbecue|chinatown|friendlyadvice|brokenchair|bobbyperu|lostinspace|carwashhair|encore|onefinesummermorning|sideshowbytheseashore|indiansummer|
luna,Luna,2018,2018-01-26,,2017-11-07,,"The Fillmore, San Francisco, CA, USA",the-fillmore-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Chinatown|Tracy I Love You|Gin|Malibu Love Nest|Bobby Peru|Black Postcards|Still at Home|Friendly Advice|Moon Palace|Car Wash Hair|One Fine Summer Morning|23 Minutes in Brussels|^encore|I Want Everything|Bonnie and Clyde|^encore 2|Fuzzy Wuzzy,,,,http://www.ticketmaster.com/event/1C005361C3B53DB9,http://thefillmore.com/event/luna-2/,,,|gtx|chinatown|tracyiloveyou|gin|malibulovenest|bobbyperu|blackpostcards|stillathome|friendlyadvice|moonpalace|carwashhair|onefinesummermorning|minutesinbrussels|encore|iwanteverything|bonnieandclyde|encore|fuzzywuzzy|
luna,Luna,2018,2018-01-27,,2017-11-07,,"Gundlach Bundschu Winery, Sonoma, CA, USA",gundlach-bundschu-winery-sonoma-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Slide|Friends|Pup Tent|Hey Sister|Cindy Tastes of Barbecue|Tiger Lily|Going Home|Sideshow by the Seashore|Most of the Time|Speedbumps|Lost In Space|Broken Chair|Bewitched|Freakin' and Peakin'|^encore|Chinatown|23 Minutes in Brussels|^encore 2|Indian Summer,,,,https://www.ticketfly.com/purchase/event/1590587/,http://www.gunbun.com/event/luna/,,,|slide|friends|puptent|heysister|cindytastesofbarbecue|tigerlily|goinghome|sideshowbytheseashore|mostofthetime|speedbumps|lostinspace|brokenchair|bewitched|freakinandpeakin|encore|chinatown|minutesinbrussels|encore|indiansummer|
luna,Luna,2018,2018-04-06,,2017-12-05,,"3Ten ACL Live, Austin, TX, USA",3ten-acl-live-austin-tx-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX 3|Malibu Love Nest|Fire in Cairo|Let Me Dream If I Want To|Sideshow by the Seashore|Gin|Cindy Tastes of Barbecue|Broken Chair|Friendly Advice|Sweetness|Chinatown|Bonnie and Clyde|I Want Everything|Car Wash Hair|^encore|Bewitched|23 Minutes in Brussels,setlist.fm,,,https://www.ticketfly.com/purchase/event/1605092,https://www.3tenaustin.com/event/1605092-luna-austin/,,,|gtx|malibulovenest|fireincairo|letmedreamifiwantto|sideshowbytheseashore|gin|cindytastesofbarbecue|brokenchair|friendlyadvice|sweetness|chinatown|bonnieandclyde|iwanteverything|carwashhair|encore|bewitched|minutesinbrussels|
luna,Luna,2018,2018-04-07,,2017-11-29,,"Granada Theater, Dallas, TX, USA",granada-theater-dallas-tx-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX 3|Malibu Love Nest|Fire in Cairo|Going Home|Tracy I Love You|Hey Sister|Most of the Time|23 Minutes in Brussels|Still at Home|Bobby Peru|Anesthesia|Freakin' and Peakin'|Bonnie and Clyde|Friendly Advice|^encore|Bewitched|Car Wash Hair,setlist.fm,,,https://www.prekindle.com/checkout/id/24898849298448034,http://www.granadatheater.com/event/77336-luna-dallas/,,,|gtx|malibulovenest|fireincairo|goinghome|tracyiloveyou|heysister|mostofthetime|minutesinbrussels|stillathome|bobbyperu|anesthesia|freakinandpeakin|bonnieandclyde|friendlyadvice|encore|bewitched|carwashhair|
luna,Luna,2018,2018-04-09,,2017-12-03,,"The Bridge at Santa Fe Brewing, Santa Fe, NM, USA",the-bridge-at-santa-fe-brewing-santa-fe-nm-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Chinatown|Malibu Love Nest|Fire in Cairo|Sideshow by the Seashore|Pup Tent|Sweetness|Tracy I Love You|Still at Home|California (All the Way)|Bewitched|Car Wash Hair|One Fine Summer Morning|23 Minutes in Brussels|^encore|Moon Palace|Friendly Advice,setlist.fm,,,https://tickets.holdmyticket.com/tickets/300254,,,,|chinatown|malibulovenest|fireincairo|sideshowbytheseashore|puptent|sweetness|tracyiloveyou|stillathome|californiaalltheway|bewitched|carwashhair|onefinesummermorning|minutesinbrussels|encore|moonpalace|friendlyadvice|
luna,Luna,2018,2018-04-10,,2017-11-29,,"Fox Theatre, Boulder, CO, USA",fox-theatre-boulder-co-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,,,,,https://www.ticketfly.com/purchase/event/1598305,https://www.foxtheatre.com/event/1598305-luna-boulder/,,,
luna,Luna,2018,2018-08-24,,2018-04-25,,"Industry City Courtyard, Brooklyn, NY, USA",industry-city-courtyard-brooklyn-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,23 Minutes in Brussels|Fire In Cairo|Math Wiz|Sweetness|I Can't Wait|Lost In Space|Broken Chair|Chinatown|Malibu Love Nest|Kalamazoo|Bewitched|Friendly Advice|^encore|Strange|Lonesome Cowboy Bill|Indian Summer|Car Wash Hair,,,,,,Download|https://www.fullofwishes.co.uk/2018/10/09/audio-download-luna-industry-city-brooklyn-august/|NYC Taper,,|minutesinbrussels|fireincairo|mathwiz|sweetness|icantwait|lostinspace|brokenchair|chinatown|malibulovenest|kalamazoo|bewitched|friendlyadvice|encore|strange|lonesomecowboybill|indiansummer|carwashhair|
luna,Luna,2018,2018-08-25,,2018-05-30,,"The Sinclair, Cambridge, MA, USA",the-sinclair-cambridge-ma-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Fire in Cairo|Tracy I Love You|Gin|Malibu Love Nest|I Can't Wait|Math Wiz|Still At Home|23 Minutes in Brussels|Chinatown|Moon Palace|Superfreaky Memories|Car Wash Hair|^encore|Strange|California (All The Way)|Friendly Advice,,,,https://www.axs.com/events/355384/luna-tickets?skin=sinclair,,,,|gtx|fireincairo|tracyiloveyou|gin|malibulovenest|icantwait|mathwiz|stillathome|minutesinbrussels|chinatown|moonpalace|superfreakymemories|carwashhair|encore|strange|californiaalltheway|friendlyadvice|
luna,Luna,2018,2018-08-26,,2018-05-30,,"The Warehouse, Fairfield, CT, USA",the-warehouse-fairfield-ct-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Sideshow By The Seashore|Let Me Dream If I Want To|Tracy I Love You|Pup Tent|Fire in Cairo|I Want Everything|Lovedust|Broken Chair|Chinatown|Bewitched|Anesthesia|Lost in Space|Friendly Advice|One Fine Summer Morning|Black Postcards|23 Minutes in Brussels,,,,https://www.axs.com/events/355384/luna-tickets?skin=sinclair,https://fairfieldtheatre.org/shows/warehouse/luna?promo=artist,,,|sideshowbytheseashore|letmedreamifiwantto|tracyiloveyou|puptent|fireincairo|iwanteverything|lovedust|brokenchair|chinatown|bewitched|anesthesia|lostinspace|friendlyadvice|onefinesummermorning|blackpostcards|minutesinbrussels|
luna,Luna,2018,2018-08-30,,2018-06-19,,"Claustre de Sant Domingo, Pollença, Mallorca, Spain",claustre-de-sant-domingo-pollenca-mallorca-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Slide|Fire in Cairo|Chinatown|Math Wiz|Tracy I Love You|Bewitched|Malibu Love Nest|Moon Palace|Friendly Advice|Anesthesia|Superfreaky Memories|Bonnie and Clyde|^encore|Strange|23 Minutes in Brussels|Indian Summer,,,,http://mallorca-ticket.com/es/sites/NjE5Mw==,,,,|slide|fireincairo|chinatown|mathwiz|tracyiloveyou|bewitched|malibulovenest|moonpalace|friendlyadvice|anesthesia|superfreakymemories|bonnieandclyde|encore|strange|minutesinbrussels|indiansummer|
luna,Luna,2018,2018-08-31,,2018-06-19,,"Auditoria Parque Fofó, Murcia, Spain",auditoria-parque-fofo-murcia-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,23 Minutes in Brussels|Fire in Cairo|Sideshow by the Seashore|I Can't Wait|Superfreaky Memories|Lost in Space|Still at Home|Bonnie and Clyde|Strange|Car Wash Hair|Bewitched|Indian Summer|^encore|Friendly Advice,,,,,,,,|minutesinbrussels|fireincairo|sideshowbytheseashore|icantwait|superfreakymemories|lostinspace|stillathome|bonnieandclyde|strange|carwashhair|bewitched|indiansummer|encore|friendlyadvice|
luna,Luna,2018,2018-09-01,,2018-06-19,,"Terraza Malabar Del Veles E Vents, Valencia, Spain",terraza-malabar-del-veles-e-vents-valencia-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Fire in Cairo|Slide|Chinatown|Sweetness|Pup Tent|Math Wiz|Moon Palace|Kalamazoo|Broken Chair|Superfreaky Memories|Strange|Bonnie and Clyde|Indian Summer|^encore|Sideshow by the Seashore|23 Minutes in Brussels,,,,,,,,|fireincairo|slide|chinatown|sweetness|puptent|mathwiz|moonpalace|kalamazoo|brokenchair|superfreakymemories|strange|bonnieandclyde|indiansummer|encore|sideshowbytheseashore|minutesinbrussels|
luna,Luna,2018,2018-09-03,,2018-06-19,,"Lux Interior Festival, Salao Brazil, Coimbra, Portugal",lux-interior-festival-salao-brazil-coimbra-portugal,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Chinatown|Sideshow by the Seashore|Fire in Cairo|Malibu Love Nest|Math Wiz|I Want Everything|Anesthesia|Bonnie and Clyde|Moon Palace|Tracy I Love You|Bewitched|Friendly Advice|^encore|One Fine Summer Morning|23 Minutes in Brussels,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2018-09-03/2018-09-03-luna-lux-interior-poster.jpg,,,,,|chinatown|sideshowbytheseashore|fireincairo|malibulovenest|mathwiz|iwanteverything|anesthesia|bonnieandclyde|moonpalace|tracyiloveyou|bewitched|friendlyadvice|encore|onefinesummermorning|minutesinbrussels|
luna,Luna,2018,2018-09-05,,2018-06-14,,"Petit Bain, Paris, France",petit-bain-paris-france,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Slide|Sideshow by the Seashore|Fire in Cairo|Bewitched|Let Me Dream If I Want To|Tracy I Love You|Still at Home|Malibu Love Nest|Math Wiz|23 Minutes in Brussels|Moon Palace|Car Wash Hair|^encore|One Fine Summer Morning|Strange|Friendly Advice,,,,https://www.weezevent.com/luna-guest,,,,|gtx|slide|sideshowbytheseashore|fireincairo|bewitched|letmedreamifiwantto|tracyiloveyou|stillathome|malibulovenest|mathwiz|minutesinbrussels|moonpalace|carwashhair|encore|onefinesummermorning|strange|friendlyadvice|
luna,Luna,2018,2018-09-06,,2018-05-11,,"Academy Islington, London, UK",academy-islington-london-uk,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Chinatown|Fire in Cairo|Math Wiz|Sweetness|Malibu Love Nest|Still at Home|23 Minutes in Brussels|Lovedust|Tracy I Love You|Car Wash Hair|Moon Palace|Indian Summer|^encore|Flowers|Strange|Friendly Advice,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2018-09-06/2018-09-06-luna-academy-london-poster.jpg,http://www.ticketmaster.co.uk/event/1F0054A3DD46699F,,,,|gtx|chinatown|fireincairo|mathwiz|sweetness|malibulovenest|stillathome|minutesinbrussels|lovedust|tracyiloveyou|carwashhair|moonpalace|indiansummer|encore|flowers|strange|friendlyadvice|
luna,Luna,2018,2018-09-07,,2018-06-19,,"Thekla, Bristol, UK",thekla-bristol-uk,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,^set 1 - Galaxie 500|Flowers|Pictures|Blue Thunder|Strange|Tugboat|Fourth of July|^set 2 - Luna|Chinatown|Sideshow by the Seashore|Fire in Cairo|Beggar's Bliss|Bewitched|I Want Everything|Lonesome Cowboy Bill|One Fine Summer Morning|Indian Summer|^encore|23 Minutes in Brussels,,,,https://www.bristolticketshop.co.uk/eventdetails.aspx?e=18607,https://www.headfirstbristol.co.uk/whats-on/thekla/fri-7-sep-luna-46751,,,|setgalaxie|flowers|pictures|bluethunder|strange|tugboat|fourthofjuly|setluna|chinatown|sideshowbytheseashore|fireincairo|beggarsbliss|bewitched|iwanteverything|lonesomecowboybill|onefinesummermorning|indiansummer|encore|minutesinbrussels|
luna,Luna,2018,2018-09-09,,2018-06-17,,"Nachtasyl, Hamburg, Germany",nachtasyl-hamburg-germany,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Chinatown|Sideshow by the seashore|Fire in Cairo|California (All The Way)|23 Minutes in Brussels|Still at Home|Malibu Love Nest|Bewitched|Tracy I Love You|Moon Palace|One Fine Summer Morning|Strange|Indian Summer|^encore|Lonesome Cowboy Bill|Tugboat|Friendly Advice,,,,https://www.tixforgigs.com/site/Pages/Shop/ShowEvent.aspx?ID=25519,,,,|chinatown|sideshowbytheseashore|fireincairo|californiaalltheway|minutesinbrussels|stillathome|malibulovenest|bewitched|tracyiloveyou|moonpalace|onefinesummermorning|strange|indiansummer|encore|lonesomecowboybill|tugboat|friendlyadvice|
luna,Luna,2018,2018-09-10,,2018-06-19,,"Atlas, Aarhus, Denmark",atlas-aarhus-denmark,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Chinatown|Fire in Cairo|Math Wiz|Anesthesia|Beggar's Bliss|Malibu Love Nest|Sideshow by the Seashore|23 Minutes in Brussels|Lost In Space|Black Postcards|Moon Palace|Friendly Advice|^encore|Flowers|Bonnie and Clyde|Indian Summer,,,,https://fondenvoxhall.dk/koncerter/luna/,https://fondenvoxhall.dk/koncerter/luna/,,,|gtx|chinatown|fireincairo|mathwiz|anesthesia|beggarsbliss|malibulovenest|sideshowbytheseashore|minutesinbrussels|lostinspace|blackpostcards|moonpalace|friendlyadvice|encore|flowers|bonnieandclyde|indiansummer|
luna,Luna,2018,2018-09-11,,2018-05-18,,"Loppen, Copenhagen, Denmark",loppen-copenhagen-denmark,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Sideshow by the Seashore|Fire in Cairo|Math Wiz|Speedbumps|Still at Home|Chinatown|Malibu Love Nest|I Want Everything|23 Minutes in Brussels|Bewitched|One Fine Summer Morning|Friendly Advice|^encore|Blue Thunder|Moon Palace|Car Wash Hair,,,,https://tikkio.com/tickets/5583-luna-pa-loppen,http://loppen.dk/kalender/luna,,,|gtx|sideshowbytheseashore|fireincairo|mathwiz|speedbumps|stillathome|chinatown|malibulovenest|iwanteverything|minutesinbrussels|bewitched|onefinesummermorning|friendlyadvice|encore|bluethunder|moonpalace|carwashhair|
luna,Luna,2018,2018-09-12,,2018-06-21,,"Debaser, Stockholm, Sweden",debaser-stockholm-sweden,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,GTX3|Slide|Chinatown|Fire in Cairo|Math Wiz|23 Minutes in Brussels|Lost in Space|Malibu Love Nest|Tracy I Love You|Still at Home|Car Wash Hair|One Fine Summer Morning|Friendly Advice|^encore|Strange|California Blue|Fuzzy Wuzzy,,,,,,,,|gtx|slide|chinatown|fireincairo|mathwiz|minutesinbrussels|lostinspace|malibulovenest|tracyiloveyou|stillathome|carwashhair|onefinesummermorning|friendlyadvice|encore|strange|californiablue|fuzzywuzzy|
luna,Luna,2018,2018-09-14,,2018-05-18,,"Kafe Antzokia, Bilbao, Spain",kafe-antzokia-bilbao-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Malibu Love Nest|Slide|Math Wiz|Pup Tent|Superfreaky Memories|Chinatown|Broken Chair|Car Wash Hair|I Want Everything|Black Postcards|Lost in Space|Friendly Advice|^encore|Lonesome Cowboy Bill|Bonnie and Clyde|Indian Summer,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2018-09-14/2018-09-14-luna-bilbao-poster.jpg,,http://www.houstonpartymusic.com/artists-luna/,,,|malibulovenest|slide|mathwiz|puptent|superfreakymemories|chinatown|brokenchair|carwashhair|iwanteverything|blackpostcards|lostinspace|friendlyadvice|encore|lonesomecowboybill|bonnieandclyde|indiansummer|
luna,Luna,2018,2018-09-15,,2018-05-18,,"Get Mad!, Madrid, Spain",get-mad-madrid-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,Malibu Love Nest|Sideshow by the Seashore|Superfreaky Memories|Bewitched|23 Minutes in Brussels|Still at Home|Bonnie and Clyde|Moon Palace|Friendly Advice|Indian Summer|^encore|Strange,,,,,http://getmadfestival.es/,,,|malibulovenest|sideshowbytheseashore|superfreakymemories|bewitched|minutesinbrussels|stillathome|bonnieandclyde|moonpalace|friendlyadvice|indiansummer|encore|strange|
luna,Luna,2019,2019-03-09,,2019-02-21,,"One Eyed Jacks, New Orleans, LA, USA",one-eyed-jacks-new-orleans-la-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,,,,,https://www.ticketweb.com/event/luna-preservation-hall-jazz-band-one-eyed-jacks-tickets/9089945,,,,
luna,Luna,2019,2019-03-30,,2019-01-08,,"Desert Stars Festival, Joshua Tree, CA, USA",desert-stars-festival-joshua-tree-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Britta Phillips - bass|Lee Wall - drums,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2019-03-29/2019-03-29-dean-wareham-desert-stars-festival-poster-1.jpg,https://www.eventbrite.com/e/11th-annual-desert-stars-w-luna-dean-wareham-performing-galaxy-500-more-march-29th-30th-2019-tickets-54389098257,https://www.desertstarsfestival.com/,,,
