Setlists,all songs,Unique songs,Count,Song,Total
Egg Nog|Pup Tent|Sideshow By The Seashore|Friendly Advice|Bobby Peru|Tracy I Love You|23 Minutes in Brussels|Seven Steps to Satan|Into The Fold|Hedgehog|IHOP|Beggar's Bliss|This Time Around|California (All The Way)|Chinatown|,,,0,,
Egg Nog|This Time Around|Moon Palace|Sideshow By The Seashore|Hello Little One|Bobby Peru|Pup Tent|Hedgehog|Into The Fold|23 Minutes in Brussels|We're Both Confused|IHOP|Tiger Lily|California (All The Way)|Indian Summer|,,,0,,
Sideshow by The Seashore|Bob le flambeur|Friendly Advice|Moon Palace|Slash Your Tires|Pup Tent|California (All The Way)|23 Minutes in Brussels|Lost in Space|Tracy I Love You|Blue Thunder|IHOP||,,,0,,
This Time Around|Anesthesia|Beautiful View|Pup Tent|Sideshow by The Seashore|23 Minutes in Brussels|Chinatown|Beggar's Bliss|California (All The Way)|Tiger Lily|Bobby Peru|Time to Quit|Indian Summer||,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Egg Nog|This Time Around|Sideshow By The Seashore|Seven Steps to Satan|Pup Tent|Bobby Peru|Moon Palace|Into The Fold|Dear Diary|23 Minutes in Brussels|Lost In Space|Time to Quit|Tiger Lily|IHOP|Chinatown|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Season of the Witch|Superfreaky Memories|Lost In Space|Dear Diary|Chinatown|Sideshow By The Seashore|Beggar's Bliss|Hello Little One|Pup Tent|California (All The Way)|Tiger Lily|Seven Steps to Satan|23 Minutes in Brussels|Sweet Child o' Mine|,,,0,,
The Slow Song|Friendly Advice|Dear Diary|This Time Around|Moon Palace|Hello Little One|Sideshow By The Seashore|Tracy I Love You|Superfreaky Memories|Lost In Space|Four Thousand Days|Chinatown|California (All The Way)|Time to Quit|Egg Nog|23 Minutes in Brussels|,,,0,,
Lost In Space|Dear Diary|Slide|Into The Fold|Sideshow By The Seashore|Hello Little One|Bobby Peru|23 Minutes in Brussels|Chinatown|Superfreaky Memories|Pup Tent|Seven Steps to Satan|Tiger Lily|We're Both Confused|Bewitched|US Out Of My Pants|,,,0,,
|,,,0,,
Friendly Advice|California (All The Way)|Lost In Space|Dear Diary|Pup Tent|Superfreaky Memories|Time to Quit|Hello Little One|Chinatown|Sideshow By The Seashore|Four Thousand Days|Tiger Lily|IHOP|Moon Palace|23 Minutes in Brussels|,,,0,,
California (All The Way)|Dear Diary|Hello Little One|Bobby Peru|Sideshow By The Seashore|23 Minutes in Brussels|Chinatown|Superfreaky Memories|Bewitched|IHOP|Pup Tent|,,,0,,
Egg Nog|Dear Diary|Friendly Advice|Superfreaky Memories|Chinatown|Sideshow By The Seashore|Hello Little One|Pup Tent|Bobby Peru|Four Thousand Days|Lost In Space|Seven Steps to Satan|23 Minutes in Brussels|Moon Palace|,,,0,,
Egg Nog|Dear Diary|Beautiful View|Sideshow by the Seashore|Superfreaky Memories|Bobby Peru|Moon Palace|Seven Steps to Satan|Pup Tent|California (All The Way)|Hello Little One|Lost in Space|23 Minutes in Brussels|^encore|Tiger Lily|IHOP|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Pup Tent|Sideshow By The Seashore|Bobby Peru|Dear Diary|Moon Palace|Hello Little One|Lost In Space|23 Minutes in Brussels|Superfreaky Memories|Chinatown|California (All The Way)|IHOP|Tiger Lily|Indian Summer|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Dear Diary|Hello Little One|Tiger Lily|Four Thousand Days|Moon Palace|Superfreaky Memories|,,,0,,
Dear Diary|Hello Little One|Tiger Lily|Four Thousand Days|Moon Palace|Superfreaky Memories|,,,0,,
Four Thousand Days|Dear Diary|Season of the Witch|Hello Little One|Seven Steps to Satan|Slash Your Tires|The Slow Song|Sweet Child o' Mine|,,,0,,
Pup Tent|Sideshow By The Seashore|Bobby Peru|Superfreaky Memories|Tracy I Love You|Dear Diary|Moon Palace|Hello Little One|23 Minutes in Brussels|Lost In Space|Four Thousand Days|Tiger Lily|IHOP|Chinatown|Indian Summer|,,,0,,
|,,,0,,
|,,,0,,
Pup Tent|Dear Diary|Anesthesia|Tiger Lily|Friendly Advice|Four Thousand Days|Hello Little One|Sideshow By The Seashore|Moon Palace|23 Minutes in Brussels|Lost In Space|Bobby Peru|Chinatown|Season of the Witch|Indian Summer|,,,0,,
Pup Tent|Sideshow By The Seashore|Superfreaky Memories|Moon Palace|Hello Little One|Bobby Peru|Friendly Advice|Dear Diary|Lost In Space|Four Thousand Days|Time to Quit|23 Minutes in Brussels|Tiger Lily|Chinatown|California (All The Way)|Indian Summer|,,,0,,
Fuzzy Wuzzy|Superfreaky Memories|Friendly Advice|Sideshow By The Seashore|Tracy I Love You|Dear Diary|Moon Palace|Hello Little One|Time to Quit|Four Thousand Days|Tiger Lily|Lost In Space|23 Minutes in Brussels|California (All The Way)|Indian Summer|,,,0,,
|,,,0,,
|,,,0,,
Friendly Advice|Sideshow By The Seashore|Lost In Space|Dear Diary|Bobby Peru|Superfreaky Memories|Pup Tent|Moon Palace|Slash Your Tires|Four Thousand Days|Hello Little One|Tiger Lily|23 Minutes in Brussels|Chinatown|IHOP|Indian Summer|,,,0,,
Dear Diary|Superfreaky Memories|The Slow Song|Hello Little One|US Out Of My Pants|,,,0,,
Fuzzy Wuzzy|Dear Diary|Friendly Advice|Bobby Peru|Hello Little One|Sideshow By The Seashore|Superfreaky Memories|Moon Palace|The Rustler|Tiger Lily|Four Thousand Days|Lost In Space|23 Minutes in Brussels|Seven Steps to Satan|Chinatown|,,,0,,
Egg Nog|Sideshow By The Seashore|This Time Around|Dear Diary|Tracy I Love You|Hello Little One|23 Minutes in Brussels|Pup Tent|Superfreaky Memories|Moon Palace|Seven Steps to Satan|Lost In Space|Time to Quit|Tiger Lily|IHOP|The Rustler|Indian Summer|,,,0,,
Pup Tent|Sideshow By The Seashore|Friendly Advice|Dear Diary|Chinatown|Superfreaky Memories|Anesthesia|US Out Of My Pants|Blue Thunder|Hello Little One|Tiger Lily|Four Thousand Days|Lost In Space|23 Minutes in Brussels|California (All The Way)|,,,0,,
|,,,0,,
Fuzzy Wuzzy|Superfreaky Memories|Friendly Advice|Sideshow By The Seashore|Beggar's Bliss|Dear Diary|23 Minutes in Brussels|Lost In Space|Seven Steps to Satan|Moon Palace|Time to Quit|Tiger Lily|Hello Little One|California (All The Way)|Chinatown|Indian Summer|,,,0,,
Pup Tent|Dear Diary|This Time Around|Sideshow By The Seashore|Bobby Peru|Superfreaky Memories|Beggar's Bliss|Blue Thunder|Hello Little One|Moon Palace|Tiger Lily|Double Feature|Four Thousand Days|Lost In Space|23 Minutes in Brussels|Chinatown|California (All The Way)|Indian Summer|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Dear Diary|Bobby Peru|Egg Nog|Math Wiz|Moon Palace|The Rustler|,,,0,,
Season of the Witch|This Time Around|Dear Diary|Sideshow By The Seashore|Tracy I Love You|Superfreaky Memories|Pup Tent|23 Minutes in Brussels|Lost In Space|Hello Little One|Moon Palace|Seven Steps to Satan|Tiger Lily|Four Thousand Days|Friendly Advice|Sweet Child o' Mine|,,,0,,
Egg Nog|This Time Around|Going Home|Superfreaky Memories|Sideshow By The Seashore|Pup Tent|Dear Diary|23 Minutes in Brussels|Lost In Space|Four Thousand Days|Time to Quit|Hello Little One|Hello Little One|Tiger Lily|IHOP|Friendly Advice|Chinatown|Season of the Witch|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Bewitched|Four Thousand Days|Sideshow By The Seashore|Pup Tent|Lost In Space|Beggar's Bliss|California (All The Way)|Fourth of July|Dear Diary|Moon Palace|Superfreaky Memories|Fuzzy Wuzzy|Hello Little One|23 Minutes in Brussels|Chinatown|,,,0,,
|,,,0,,
Bewitched|Sideshow By The Seashore|Dear Diary|Hello Little One|Pup Tent|Superfreaky Memories|Tiger Lily|Four Thousand Days|Chinatown|Time to Quit|Lost In Space|23 Minutes in Brussels|California (All The Way)|IHOP|Fourth of July|,,,0,,
|,,,0,,
Bewitched|Dear Diary|Sideshow By The Seashore|Tracy I Love You|Four Thousand Days|Hello Little One|Pup Tent|Superfreaky Memories|Lost In Space|23 Minutes in Brussels|Tiger Lily|Bonnie and Clyde|Friendly Advice|Fuzzy Wuzzy|Moon Palace|Fourth of July|,,,0,,
Dear Diary|Sideshow By The Seashore|Hello Little One|Pup Tent|Superfreaky Memories|Bewitched|Moon Palace|,,,0,,
|,,,0,,
Bewitched|Pup Tent|Hello Little One|Dear Diary|Sideshow By The Seashore|Superfreaky Memories|Chinatown|Four Thousand Days|Lost In Space|23 Minutes in Brussels|Tiger Lily|Time to Quit|IHOP|California (All The Way)|Indian Summer|Moon Palace|,,,0,,
Fuzzy Wuzzy|Dear Diary|Sideshow By The Seashore|Hello Little One|Superfreaky Memories|Pup Tent|Four Thousand Days|Tiger Lily|Friendly Advice|Bewitched|23 Minutes in Brussels|Time to Quit|IHOP|Bonnie and Clyde|Fourth of July|Moon Palace|,,,0,,
|,,,0,,
|,,,0,,
Bewitched|Friendly Advice|Hello Little One|Four Thousand Days|Sideshow By The Seashore|Pup Tent|Dear Diary|Lost In Space|23 Minutes in Brussels|Tiger Lily|Superfreaky Memories|Moon Palace|Bonnie and Clyde|Chinatown|Fourth of July|Indian Summer|,,,0,,
IHOP|Hello Little One|Four Thousand Days|Sideshow By The Seashore|The Slow Song|Dear Diary|Chinatown|Lost In Space|23 Minutes in Brussels|Tiger Lily|Time to Quit|Superfreaky Memories|Moon Palace|Bonnie and Clyde|,,,0,,
Pup Tent|Tracy I Love You|Sideshow By The Seashore|Hello Little One|Dear Diary|California (All The Way)|IHOP|Four Thousand Days|23 Minutes in Brussels|Time to Quit|Superfreaky Memories|Moon Palace|Bonnie and Clyde|Chinatown|Fourth of July|Fuzzy Wuzzy|,,,0,,
Four Thousand Days|Sideshow By The Seashore|Pup Tent|California (All The Way)|Lost In Space|23 Minutes in Brussels|Dear Diary|IHOP|,,,0,,
|,,,0,,
|,,,0,,
Pup Tent|Superfreaky Memories|Sideshow By The Seashore|Dear Diary|Bewitched|Math Wiz|Tracy I Love You|Moon Palace|23 Minutes in Brussels|Hello Little One|California (All The Way)|Time to Quit|Bonnie and Clyde|Tiger Lily|Fourth of July|Chinatown|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Sideshow By The Seashore|Hello Little One|Math Wiz|Friendly Advice|The Slow Song|Moon Palace|City Kitty|Dear Diary|Pup Tent|California (All The Way)|Lost In Space|23 Minutes in Brussels|Time to Quit|Bonnie and Clyde|Superfreaky Memories|Fourth of July|,,,0,,
|,,,0,,
|,,,0,,
Rhythm King|Dear Diary|Moon Palace|Four Thousand Days|Sideshow By The Seashore|Double Feature|Pup Tent|Superfreaky Memories|Into The Fold|23 Minutes in Brussels|Tiger Lily|IHOP|Bonnie and Clyde|Lost In Space|I Can't Wait|,,,0,,
|,,,0,,
|,,,0,,
Chinatown|Dear Diary|Pup Tent|Rhythm King|Sideshow By The Seashore|Friendly Advice|Tiger Lily|Lost In Space|23 Minutes in Brussels|Tracy I Love You|Moon Palace|The Slow Song|Four Thousand Days|Bonnie and Clyde|Ride Into the Sun|Fourth of July|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Lovedust|Bewitched|Four Thousand Days|Dear Diary|Tiger Lily|Friendly Advice|Pup Tent|Tracy I Love You|Moon Palace|Sideshow By The Seashore|23 Minutes in Brussels|Chinatown|Bonnie and Clyde|,,,0,,
|,,,0,,
Egg Nog|California (All The Way)|Four Thousand Days|Hello Little One|Double Feature|Moon Palace|Pup Tent|Lovedust|Freakin' and Peakin'|Tiger Lily|Anesthesia|Sideshow By The Seashore|Lost In Space|23 Minutes in Brussels|Rock Your Baby|Bonnie and Clyde|Sweet Child o' Mine|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Egg Nog|Bewitched|Sideshow By The Seashore|Lovedust|Four Thousand Days|Into The Fold|Pup Tent|Beggar's Bliss|Moon Palace|The Slow Song|California (All The Way)|23 Minutes in Brussels|Bonnie and Clyde|Tiger Lily|Freakin' and Peakin'|,,,0,,
|,,,0,,
Fuzzy Wuzzy|Lovedust|Sideshow By The Seashore|Four Thousand Days|Pup Tent|Friendly Advice|Tiger Lily|Superfreaky Memories|The Slow Song|Lost In Space|23 Minutes in Brussels|Bonnie and Clyde|Indian Summer|Fourth of July|,,,0,,
|,,,0,,
|,,,0,,
Sideshow By The Seashore|Pup Tent|Tiger Lily|Superfreaky Memories|The Slow Song|Lost In Space|23 Minutes in Brussels|Time to Quit|Freakin' and Peakin'|Bonnie and Clyde|Sweet Child o' Mine|,,,0,,
|,,,0,,
|,,,0,,
Egg Nog|Dear Diary|Lovedust|Freakin' and Peakin'|Pup Tent|Sideshow By The Seashore|Four Thousand Days|Tiger Lily|Rhythm King|Lost In Space|23 Minutes in Brussels|Time to Quit|Bonnie and Clyde|Bewitched|Friendly Advice|,,,0,,
Egg Nog|Four Thousand Days|Lovedust|Pup Tent|Double Feature|Rhythm King|Friendly Advice|The Slow Song|Sideshow By The Seashore|Dear Diary|Lost In Space|23 Minutes in Brussels|Tiger Lily|Moon Palace|Superfreaky Memories|Bonnie and Clyde|Bewitched|Freakin' and Peakin'|California (All The Way)|,,,0,,
Lovedust|Sideshow By The Seashore|Four Thousand Days|Dear Diary|Chinatown|Pup Tent|Tracy I Love You|Double Feature|Tiger Lily|The Slow Song|Lost In Space|23 Minutes in Brussels|Freakin' and Peakin'|Bewitched|Bonnie and Clyde|,,,0,,
|,,,0,,
Dear Diary|Weird And Woozy|Sideshow By The Seashore|Pup Tent|Lovedust|Moon Palace|Four Thousand Days|Rhythm King|Tiger Lily|Friendly Advice|Time to Quit|Into The Fold|Bonnie and Clyde|Superfreaky Memories|23 Minutes in Brussels|,,,0,,
Egg Nog|Sideshow By The Seashore|Lovedust|Chinatown|Weird And Woozy|Pup Tent|Four Thousand Days|California (All The Way)|Tiger Lily|The Slow Song|Time to Quit|Bonnie and Clyde|Lost In Space|23 Minutes in Brussels|Bewitched|Indian Summer|,,,0,,
Lovedust|Dear Diary|Bewitched|Weird And Woozy|Sideshow By The Seashore|Pup Tent|Rhythm King|Tiger Lily|Friendly Advice|Superfreaky Memories|Lost In Space|23 Minutes in Brussels|Bonnie and Clyde|Time to Quit|Fourth of July|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Chinatown|Weird And Woozy|Dear Diary|Sideshow By The Seashore|Double Feature|Bewitched|Four Thousand Days|Pup Tent|IHOP|Moon Palace|23 Minutes in Brussels|Bonnie and Clyde|California (All The Way)|Fourth of July|,,,0,,
Egg Nog|Dear Diary|Bewitched|Hello Little One|Weird And Woozy|Moon Palace|Lovedust|Pup Tent|Bobby Peru|Sideshow By The Seashore|Into The Fold|Superfreaky Memories|Sweet Child o' Mine|Bonnie and Clyde|Lost In Space|Tiger Lily|23 Minutes in Brussels|Indian Summer|Chinatown|,,,0,,
Slide Rule|Sideshow By The Seashore|Weird And Woozy|Tracy I Love You|Lovedust|Four Thousand Days|Tiger Lily|Friendly Advice|Pup Tent|Black Postcards|I Can't Wait|Lost In Space|23 Minutes in Brussels|Fuzzy Wuzzy|Chinatown|,,,0,,
Weird And Woozy|Bobby Peru|Slide Rule|Pup Tent|Lovedust|Beggar's Bliss|1995|Double Feature|Pup Tent|Superfreaky Memories|Moon Palace|Into The Fold|Friendly Advice|Sideshow By The Seashore|Bonnie and Clyde|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Black Champagne|Egg Nog|Lost In Space|Weird And Woozy|Sideshow By The Seashore|Lovedust|Rock Your Baby|23 Minutes in Brussels|Fourth of July|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Hello Little One|Weird And Woozy|Math Wiz|Lost In Space|Weird And Woozy|California (All The Way)|Superfreaky Memories|Sideshow By The Seashore|Pup Tent|Tiger Lily|Four Thousand Days|Slash Your Tires|Chinatown|Bonnie and Clyde|Indian Summer|Season of the Witch|Friendly Advice|23 Minutes in Brussels|,,,0,,
Chinatown|1995|California (All The Way)|Tiger Lily|Four Thousand Days|Pup Tent|Weird And Woozy|Moon Palace|Slash Your Tires|Lost In Space|23 Minutes in Brussels|Bonnie and Clyde|Friendly Advice|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Weird And Woozy|Lovedust|Math Wiz|Tracy I Love You|Pup Tent|Bewitched|Sideshow By The Seashore|Lost In Space|Superfreaky Memories|Tiger Lily|Black Postcards|Egg Nog|Bonnie and Clyde|Season of the Witch|,,,0,,
1995|Chinatown|Slide|Rock Your Baby|Moon Palace|Black Postcards|Tiger Lily|23 Minutes in Brussels|The Slow Song|Four Thousand Days|Lovedust|Fuzzy Wuzzy|Everybody's Talkin'|Sideshow By The Seashore|Friendly Advice|California (All The Way)|,,,0,,
Bewitched|Lovedust|Kalamazoo|Black Postcards|Tiger Lily|Swedish Fish|Hello Little One|Moon Palace|Pup Tent|Bonnie and Clyde|23 Minutes in Brussels|Chinatown|,,,0,,
Egg Nog|Lovedust|Weird And Woozy|Sideshow By The Seashore|Slide|Black Champagne|Into The Fold|Four Thousand Days|Pup Tent|The Slow Song|23 Minutes in Brussels|,,,0,,
|,,,0,,
Dear Diary|Lovedust|Tracy I Love You|Weird And Woozy|Pup Tent|Swedish Fish|I Can't Wait|Lost In Space|1995|Four Thousand Days|California (All The Way)|Into The Fold|Moon Palace|Bewitched|23 Minutes in Brussels|Everybody's Talkin'|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Weird And Woozy|1995|Swedish Fish|Black Champagne|Lovedust|Blue Thunder|Lost In Space|,,,0,,
1995|Lovedust|Weird And Woozy|Black Postcards|Everybody's Talkin'|Swedish Fish|,,,0,,
Tiger Lily|Lovedust|Anesthesia|,,,0,,
|,,,0,,
|,,,0,,
Tiger Lily|Swedish Fish|Lovedust|Moon Palace|Slide|,,,0,,
1995|Weird And Woozy|Hello Little One|Bewitched|Mermaid Eyes|Black Postcards|Moon Palace|Lovedust|Lost In Space|Four Thousand Days|Friendly Advice|23 Minutes in Brussels|Bonnie and Clyde|Pup Tent|Fuzzy Wuzzy|Chinatown|,,,0,,
|,,,0,,
Weird And Woozy|Black Champagne|Four Thousand Days|Bewitched|Lovedust|Moon Palace|Mermaid Eyes|Lost In Space|Black Postcards|23 Minutes in Brussels|Hello Little One|Chinatown|Friendly Advice|Pup Tent|Lovedust|Bonnie and Clyde|Fuzzy Wuzzy|,,,0,,
Swedish Fish|The Slow Song|,,,0,,
1995|Sideshow By The Seashore|Weird And Woozy|Tiger Lily|Double Feature|Black Champagne|Bewitched|Black Postcards|Lovedust|Hello Little One|Lost In Space|Bonnie and Clyde|23 Minutes in Brussels|Pup Tent|Moon Palace|Slash Your Tires|,,,0,,
|,,,0,,
Weird And Woozy|Sideshow By The Seashore|Black Postcards|Chinatown|Black Champagne|Mermaid Eyes|Pup Tent|Lovedust|Bewitched|Tracy I Love You|Hello Little One|Four Thousand Days|Lost In Space|Bonnie and Clyde|Friendly Advice|23 Minutes in Brussels|,,,0,,
Weird And Woozy|Lovedust|Black Champagne|Sideshow By The Seashore|Four Thousand Days|1995|Black Postcards|Pup Tent|Mermaid Eyes|Bewitched|Friendly Advice|Hello Little One|23 Minutes in Brussels|Bonnie and Clyde|Fuzzy Wuzzy|Lost In Space|,,,0,,
|,,,0,,
Weird And Woozy|Lovedust|Bewitched|Tiger Lily|Swedish Fish|Black Postcards|Pup Tent|Black Champagne|Hello Little One|Four Thousand Days|The Slow Song|Lost In Space|Bonnie and Clyde|23 Minutes in Brussels|Freakin' and Peakin'|,,,0,,
Lovedust|Weird And Woozy|Dear Diary|Mermaid Eyes|Black Champagne|Moon Palace|Sideshow By The Seashore|Black Postcards|Pup Tent|Tiger Lily|Friendly Advice|The Slow Song|Freakin' and Peakin'|1995|Bonnie and Clyde|,,,0,,
1995|Lovedust|Four Thousand Days|Weird And Woozy|Bewitched|Black Postcards|Hello Little One|Mermaid Eyes|Tracy I Love You|Lost In Space|Tiger Lily|Freakin' and Peakin'|Pup Tent|Bonnie and Clyde|Moon Palace|23 Minutes in Brussels|,,,0,,
Weird And Woozy|Black Champagne|Hello Little One|Lovedust|Mermaid Eyes|Moon Palace|Black Postcards|Pup Tent|Freakin' and Peakin'|Sideshow By The Seashore|Four Thousand Days|Friendly Advice|Bonnie and Clyde|Indian Summer|23 Minutes in Brussels|,,,0,,
Chinatown|Weird And Woozy|Lovedust|Tiger Lily|Black Champagne|Pup Tent|Dear Diary|Mermaid Eyes|Friendly Advice|The Slow Song|1995|Lost In Space|Bonnie and Clyde|Indian Summer|23 Minutes in Brussels|,,,0,,
^interview|Swedish Fish|Weird and Woozy|,,,0,,
Weird And Woozy|Black Postcards|Bewitched|Black Champagne|Sideshow By The Seashore|Mermaid Eyes|Pup Tent|Swedish Fish|Freakin' and Peakin'|Lovedust|Four Thousand Days|Lost In Space|Friendly Advice|Bonnie and Clyde|Indian Summer|23 Minutes in Brussels|,,,0,,
Bewitched|Lovedust|Weird And Woozy|Tiger Lily|Black Champagne|Mermaid Eyes|Moon Palace|Freakin' and Peakin'|Hello Little One|Black Postcards|Friendly Advice|The Slow Song|Pup Tent|23 Minutes in Brussels|Indian Summer|Bonnie and Clyde|Chinatown|,,,0,,
Lovedust|Black Postcards|Pup Tent|Black Champagne|Weird And Woozy|Lost In Space|Dear Diary|Tiger Lily|Freakin' and Peakin'|Mermaid Eyes|Tracy I Love You|Hello Little One|23 Minutes in Brussels|Bonnie and Clyde|Indian Summer|Fourth of July|,,,0,,
Weird And Woozy|1995|Four Thousand Days|Black Postcards|Sideshow By The Seashore|Mermaid Eyes|Friendly Advice|Swedish Fish|Lovedust|Double Feature|Moon Palace|Pup Tent|Bewitched|23 Minutes in Brussels|Indian Summer|Bonnie and Clyde|Season of the Witch|,,,0,,
|,,,0,,
|,,,0,,
Black Champagne|Weird And Woozy|Swedish Fish|Lovedust|Mermaid Eyes|Pup Tent|Bewitched|,,,0,,
|,,,0,,
Chinatown|Black Champagne|Lovedust|Weird And Woozy|Tiger Lily|Dear Diary|Swedish Fish|Moon Palace|Mermaid Eyes|Tracy I Love You|Pup Tent|Freakin' and Peakin'|Lost In Space|23 Minutes in Brussels|Bonnie and Clyde|1995|,,,0,,
|,,,0,,
|,,,0,,
Lovedust|1995|Chinatown|Black Champagne|Weird And Woozy|Tiger Lily|Freakin' and Peakin'|Mermaid Eyes|Dear Diary|Pup Tent|Double Feature|The Slow Song|Moon Palace|Bonnie and Clyde|Bewitched|23 Minutes in Brussels|Season of the Witch|,,,0,,
|,,,0,,
Egg Nog|Lovedust|Weird And Woozy|Tracy I Love You|Pup Tent|Dear Diary|Superfreaky Memories|Swedish Fish|1995|Black Postcards|Lost In Space|23 Minutes in Brussels|Mermaid Eyes|Tiger Lily|Slash Your Tires|Bonnie and Clyde|,,,0,,
Lovedust|Weird And Woozy|Black Champagne|Pup Tent|Four Thousand Days|Black Postcards|Tiger Lily|Bewitched|Friendly Advice|Mermaid Eyes|Freakin' and Peakin'|Rhythm King|Bonnie and Clyde|Moon Palace|Superfreaky Memories|23 Minutes in Brussels|1995|,,,0,,
Season of the Witch|Weird And Woozy|Bewitched|Lovedust|Pup Tent|Black Champagne|Swedish Fish|Mermaid Eyes|Dear Diary|Tiger Lily|Indian Summer|Moon Palace|1995|Friendly Advice|Sweet Child o' Mine|Black Postcards|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
1995|Weird And Woozy|Four Thousand Days|Chinatown|Bewitched|Black Champagne|Moon Palace|Swedish Fish|Black Postcards|The Slow Song|Lovedust|Bonnie and Clyde|Time to Quit|Fuzzy Wuzzy|Pup Tent|23 Minutes in Brussels|,,,0,,
Weird And Woozy|Sideshow By The Seashore|1995|Swedish Fish|Dear Diary|23 Minutes in Brussels|Mermaid Eyes|Lovedust|Black Champagne|Pup Tent|Black Postcards|Tracy I Love You|Lost In Space|Superfreaky Memories|Bewitched|,,,0,,
